PID,Submitted,Started,Completed,Queues,Executing,IO
878,2179,2218,2208,24,9,2
879,2183,2262,3139,33,423,5
880,2187,2245,2327,32,334,5
881,2188,2245,2274,36,113,6
882,2192,2196,2501,45,75,4
883,2193,2215,2307,42,143,3
884,2194,2219,2700,13,112,7
885,2198,2228,2423,30,271,6
886,2202,2229,2377,18,146,7
887,2205,2263,2906,3,157,2
888,2206,2257,2415,34,400,1
889,2207,2232,2766,27,493,3
890,2211,2228,3171,16,422,4
891,2214,2257,2464,33,305,8
892,2215,2281,2917,23,466,5
893,2219,2301,3157,11,205,8
894,2220,2319,2414,16,489,6
895,2224,2277,2297,23,356,8
896,2226,2316,3106,16,345,9
897,2230,2259,3053,37,75,5
898,2234,2286,2733,23,380,5
899,2235,2274,2383,14,369,9
900,2238,2299,2928,18,434,2
901,2241,2323,2528,13,397,1
902,2243,2265,2931,7,56,7
903,2247,2271,3160,44,488,4
904,2248,2250,2793,49,292,4
905,2252,2299,3098,12,466,4
906,2254,2301,2279,6,302,6
907,2255,2284,3183,48,404,3
908,2256,2272,2780,42,370,3
909,2259,2328,3085,5,357,4
910,2262,2333,2763,47,357,8
911,2264,2267,3040,43,114,6
912,2268,2311,3037,37,364,7
913,2269,2296,3109,1,141,5
914,2271,2320,2942,1,339,4
915,2273,2371,2322,49,489,4
916,2277,2358,2423,18,222,5
917,2278,2364,2904,18,189,5
918,2282,2341,3142,22,488,2
919,2285,2310,2396,29,81,2
920,2287,2318,2782,29,207,6
921,2288,2362,2867,49,91,2
922,2290,2327,2363,35,342,7
923,2294,2297,3225,28,144,1
924,2296,2394,2937,24,195,3
925,2297,2382,2924,27,152,2
926,2300,2351,2800,1,232,4
927,2302,2349,2757,41,153,6
928,2305,2350,2344,25,88,2
929,2309,2385,2938,30,490,5
930,2311,2376,2996,26,105,1
931,2312,2338,2940,9,123,8
932,2316,2323,2945,34,482,6
933,2320,2321,3189,19,467,7
934,2323,2388,2736,30,430,9
935,2324,2341,2874,11,323,8
936,2326,2338,2554,37,359,1
937,2327,2329,2967,14,165,4
938,2328,2366,2998,45,352,1
939,2329,2410,2923,21,151,4
940,2331,2401,2416,27,157,1
941,2332,2354,3291,42,461,8
942,2336,2341,2636,22,96,4
943,2339,2346,2833,44,169,4
944,2342,2438,3126,3,318,5
945,2346,2373,3131,48,428,6
946,2348,2365,2641,27,244,2
947,2351,2400,2409,21,481,6
948,2353,2403,2458,36,368,2
949,2354,2357,3111,22,99,8
950,2358,2406,3259,43,106,8
951,2362,2372,3210,13,383,1
952,2366,2426,2650,23,306,9
953,2368,2462,2493,44,176,2
954,2371,2463,3302,46,234,1
955,2373,2465,2868,26,216,5
956,2374,2436,3362,5,80,4
957,2378,2443,2889,25,274,6
958,2381,2383,3107,2,411,3
959,2384,2480,2668,25,160,1
960,2386,2471,2560,30,368,5
961,2388,2431,2527,13,15,4
962,2389,2444,2760,26,21,1
963,2390,2434,2565,22,241,1
964,2394,2492,3084,49,94,8
965,2398,2481,3160,44,464,6
966,2399,2480,2524,20,455,7
967,2400,2485,3320,7,47,1
968,2402,2404,2857,37,59,3
969,2405,2420,2931,48,56,6
970,2407,2417,2718,15,340,6
971,2411,2495,3390,39,411,3
972,2414,2457,2611,8,333,8
973,2416,2473,2662,4,230,9
974,2417,2430,3019,16,4,5
975,2421,2480,3125,26,184,2
976,2422,2499,3378,10,157,3
977,2425,2495,3336,13,474,8
978,2429,2470,2870,46,144,1
979,2430,2501,2498,42,464,7
980,2431,2513,2723,24,430,3
981,2433,2474,2641,48,81,8
982,2435,2459,2837,45,413,6
983,2437,2478,2759,10,493,3
984,2441,2540,3291,40,372,2
985,2442,2507,2928,37,100,4
986,2446,2533,3225,2,380,7
987,2450,2488,3434,40,96,7
988,2453,2496,3003,38,361,6
989,2455,2473,2491,6,195,2
990,2457,2474,2554,34,252,8
991,2459,2487,3063,11,332,8
992,2462,2557,2507,7,423,8
993,2466,2500,2911,8,358,2
994,2470,2496,3404,27,246,3
995,2474,2477,3291,10,444,1
996,2475,2565,2872,36,8,4
997,2479,2538,3088,44,293,6
998,2482,2567,3173,42,27,8
999,2483,2502,2910,40,373,4
1000,2484,2560,3039,35,179,7
1001,2486,2496,3391,25,221,4
1002,2488,2526,2599,39,138,7
1003,2491,2562,3241,6,294,1
1004,2495,2548,2624,47,89,4
1005,2496,2521,3142,24,458,9
1006,2499,2517,2564,22,3,7
1007,2503,2586,2989,18,58,8
1008,2507,2564,2652,4,231,3
1009,2508,2606,3503,22,305,4
1010,2511,2560,3077,29,34,9
1011,2512,2544,3169,39,55,1
1012,2513,2608,3319,20,462,7
1013,2516,2586,2954,9,368,3
1014,2520,2554,3180,40,342,9
1015,2524,2620,3146,19,437,2
1016,2525,2573,2576,30,233,6
1017,2526,2622,2683,47,158,7
1018,2528,2577,2734,40,89,8
1019,2530,2545,2591,16,212,4
1020,2534,2617,2766,17,291,2
1021,2538,2583,2775,35,311,6
1022,2539,2594,3308,38,45,2
1023,2541,2596,2682,44,317,9
1024,2545,2634,3033,8,192,4
1025,2548,2600,2869,47,4,5
1026,2552,2605,3355,6,423,2
1027,2556,2644,2814,35,388,3
1028,2558,2635,3213,31,359,5
1029,2559,2632,3383,22,269,9
1030,2563,2583,3318,27,414,7
1031,2566,2633,3512,46,311,7
1032,2567,2579,3027,27,40,5
1033,2570,2623,2593,47,53,2
1034,2574,2623,3317,9,474,3
1035,2577,2610,2961,28,210,7
1036,2579,2604,2920,29,181,5
1037,2582,2676,2655,43,40,7
1038,2585,2655,3097,31,496,3
1039,2587,2662,2890,33,281,1
1040,2591,2640,2736,41,203,7
1041,2595,2608,2659,16,477,8
1042,2599,2611,2856,9,165,7
1043,2602,2618,2700,8,444,5
1044,2603,2672,3107,24,433,8
1045,2604,2691,3153,23,497,9
1046,2607,2704,3212,25,305,8
1047,2608,2642,3472,38,1,6
1048,2610,2645,3368,18,109,5
1049,2614,2700,3026,4,215,8
1050,2618,2671,3088,19,30,9
1051,2621,2711,2838,49,225,7
1052,2624,2666,2986,19,212,3
1053,2625,2708,3075,39,7,3
1054,2629,2688,2922,2,164,9
1055,2630,2697,3383,40,40,1
1056,2633,2694,2991,12,111,2
1057,2636,2733,3540,36,143,9
1058,2639,2697,3602,8,235,5
1059,2641,2658,2973,45,197,4
1060,2645,2736,3307,32,395,1
1061,2647,2656,2854,47,299,8
1062,2648,2650,2715,28,10,7
1063,2649,2739,3114,25,200,2
1064,2650,2743,3496,6,362,2
1065,2651,2673,3149,26,100,6
1066,2652,2703,2936,17,32,3
1067,2654,2655,3607,39,338,2
1068,2655,2661,2798,16,187,1
1069,2656,2689,3416,35,229,5
1070,2660,2719,2897,45,411,6
1071,2662,2724,3284,24,392,8
1072,2666,2680,3507,1,283,7
1073,2669,2754,3513,23,391,5
1074,2670,2719,3047,2,13,4
1075,2672,2679,2862,46,97,4
1076,2675,2701,3112,46,21,1
1077,2676,2740,2834,29,477,6
1078,2680,2716,2780,18,338,5
1079,2683,2690,2884,12,427,1
1080,2687,2712,3173,49,250,4
1081,2689,2707,3364,24,453,2
1082,2690,2729,2739,32,52,1
1083,2694,2710,3632,42,22,1
1084,2695,2709,2840,40,24,7
1085,2697,2766,3652,2,272,3
1086,2701,2756,2807,30,288,7
1087,2703,2713,3348,10,51,8
1088,2706,2790,3049,18,236,7
1089,2708,2801,3435,40,329,8
1090,2709,2721,3520,15,115,5
1091,2711,2717,3035,6,360,2
1092,2713,2749,3551,11,54,4
1093,2714,2735,3526,28,79,1
1094,2715,2779,3620,44,95,4
1095,2719,2752,2790,17,300,8
1096,2720,2781,3457,8,9,6
1097,2721,2729,3336,47,258,6
1098,2722,2813,3237,24,285,2
1099,2724,2809,3246,43,276,5
1100,2726,2751,2752,19,491,7
1101,2730,2779,3138,35,138,7
1102,2734,2805,2812,47,488,4
1103,2736,2829,3137,13,462,8
1104,2738,2766,2828,39,108,8
1105,2742,2825,3029,38,417,6
1106,2743,2777,3678,41,277,8
1107,2744,2832,3009,29,249,1
1108,2746,2769,3458,38,311,7
1109,2748,2768,3154,48,103,6
1110,2752,2809,3142,6,172,9
1111,2753,2822,3099,34,167,4
1112,2755,2852,3654,41,247,7
1113,2758,2853,3636,44,34,1
1114,2761,2840,3758,22,160,1
1115,2763,2812,3082,6,289,7
1116,2767,2831,3172,24,43,9
1117,2770,2797,2774,27,236,6
1118,2774,2790,3588,38,220,2
1119,2777,2857,3443,14,483,5
1120,2779,2840,2889,7,409,6
1121,2780,2812,3697,33,144,4
1122,2781,2798,3664,42,250,1
1123,2783,2859,2921,3,361,9
1124,2784,2858,2837,22,35,6
1125,2788,2879,2873,35,235,3
1126,2789,2817,2840,47,104,1
1127,2790,2867,3053,27,299,9
1128,2792,2839,3578,16,370,7
1129,2795,2834,3272,45,142,4
1130,2798,2808,3023,1,405,4
1131,2801,2870,3510,36,475,3
1132,2804,2815,2819,7,117,8
1133,2807,2850,3092,37,275,2
1134,2811,2826,3182,45,405,5
1135,2814,2823,3591,49,271,6
1136,2818,2912,2929,49,181,3
1137,2820,2846,2832,22,147,2
1138,2824,2859,3227,49,5,1
1139,2826,2908,3612,40,341,6
1140,2827,2897,2935,29,493,7
1141,2830,2843,3442,11,28,6
1142,2831,2851,2947,40,351,2
1143,2833,2922,2920,19,302,4
1144,2836,2843,3748,12,240,9
1145,2839,2849,3176,36,141,4
1146,2840,2850,3158,27,256,1
1147,2841,2854,3230,1,335,6
1148,2843,2912,3594,35,401,8
1149,2847,2918,3539,32,490,5
1150,2851,2856,3421,10,252,7
1151,2855,2939,3628,48,15,1
1152,2859,2951,3171,49,375,7
1153,2861,2960,3632,28,238,2
1154,2862,2948,3340,1,293,7
1155,2863,2947,3697,41,160,2
1156,2867,2962,2948,31,449,8
1157,2868,2869,3517,13,175,6
1158,2869,2882,3426,30,2,7
1159,2872,2914,3194,3,320,3
1160,2873,2941,3600,46,290,8
1161,2877,2965,3852,40,486,2
1162,2881,2908,3587,29,3,4
1163,2883,2979,3511,8,157,9
1164,2885,2914,3221,14,429,2
1165,2887,2984,3769,25,357,2
1166,2890,2948,2953,25,5,4
1167,2892,2920,3200,14,323,2
1168,2894,2916,3330,30,191,7
1169,2897,2923,3559,28,497,1
1170,2899,2913,3684,14,417,5
1171,2902,2914,3805,16,499,2
1172,2906,2985,3687,18,472,9
1173,2908,2992,3026,1,91,8
1174,2909,2977,3405,33,277,2
1175,2910,2934,3767,14,410,6
1176,2913,2984,3228,43,130,3
1177,2915,2918,3453,23,349,1
1178,2918,2934,3131,23,158,8
1179,2922,2953,3630,11,146,8
1180,2925,2956,3263,26,381,9
1181,2928,2985,3680,3,162,1
1182,2932,3000,3926,23,148,6
1183,2936,2957,3220,25,357,5
1184,2938,3006,3187,15,180,4
1185,2939,3003,3181,40,146,8
1186,2940,2947,3921,19,161,6
1187,2943,2999,3433,46,109,3
1188,2946,2986,3313,24,256,9
1189,2950,3019,3332,13,42,2
1190,2953,3050,3714,26,13,2
1191,2956,2987,3650,28,4,3
1192,2958,3011,3265,12,179,1
1193,2962,2999,3857,6,151,9
1194,2965,3001,3108,48,442,4
1195,2968,3012,3148,40,304,6
1196,2969,3012,3767,20,416,9
1197,2973,2986,3225,2,125,4
1198,2974,2996,3054,22,188,3
1199,2975,3049,3620,9,382,2
1200,2976,3049,3369,14,80,7
1201,2980,3039,3230,21,494,4
1202,2984,3063,3273,38,198,4
1203,2986,3082,3974,8,223,1
1204,2987,3071,3678,17,436,9
1205,2991,3055,3714,28,408,3
1206,2992,3036,3053,2,412,9
1207,2994,3002,3712,8,4,6
1208,2998,3010,3464,25,122,8
1209,3001,3070,3143,32,224,1
1210,3004,3022,3207,49,461,8
1211,3005,3088,3835,11,80,2
1212,3008,3106,3519,38,172,9
1213,3009,3099,3560,11,259,4
1214,3012,3074,3480,2,225,4
1215,3013,3085,3928,32,75,9
1216,3015,3082,3287,26,153,9
1217,3017,3114,3337,27,283,2
1218,3018,3062,3346,28,18,8
1219,3019,3087,3399,29,153,5
1220,3021,3070,3121,29,344,6
1221,3023,3043,3089,34,29,2
1222,3025,3051,3364,39,43,1
1223,3026,3094,3135,1,127,2
1224,3029,3124,3323,25,68,4
1225,3032,3060,3864,19,355,5
1226,3034,3060,3753,1,69,9
1227,3036,3133,3536,47,477,8
1228,3038,3104,3333,27,87,6
1229,3042,3075,3280,38,498,3
1230,3046,3073,3761,11,323,6
1231,3049,3081,3631,1,419,1
1232,3051,3101,3137,29,191,5
1233,3052,3137,3538,6,231,1
1234,3054,3096,3543,36,431,4
1235,3055,3098,3797,37,267,8
1236,3057,3133,3569,32,462,7
1237,3061,3077,3189,29,340,2
1238,3065,3163,4047,5,482,3
1239,3067,3077,4037,35,401,5
1240,3069,3124,3604,41,333,2
1241,3071,3135,3198,4,59,3
1242,3072,3134,3310,19,171,8
1243,3075,3119,3081,19,411,4
1244,3076,3094,4020,35,409,8
1245,3078,3107,3731,20,249,1
1246,3082,3156,3962,47,205,6
1247,3084,3112,3113,35,446,3
1248,3087,3176,3702,7,450,8
1249,3088,3111,3469,18,296,9
1250,3092,3160,4059,39,351,7
1251,3093,3119,3770,15,356,7
1252,3096,3179,3586,24,381,2
1253,3097,3179,3296,24,167,1
1254,3101,3137,3742,4,475,7
1255,3102,3103,3979,10,278,3
1256,3103,3105,3980,7,242,2
1257,3106,3163,3644,32,454,1
1258,3107,3139,3858,10,143,7
1259,3108,3161,4056,29,421,7
1260,3112,3183,3376,27,404,8
1261,3116,3176,3239,27,354,8
1262,3119,3173,3886,22,91,1
1263,3122,3206,3699,44,398,6
1264,3124,3189,3530,38,190,5
1265,3127,3173,3677,2,426,5
1266,3128,3136,3362,18,119,8
1267,3131,3203,3937,15,431,6
1268,3134,3205,3728,2,169,8
1269,3137,3191,3649,14,239,4
1270,3138,3142,3810,6,42,1
1271,3141,3165,3674,49,360,5
1272,3143,3223,3557,49,356,5
1273,3144,3172,3894,32,205,4
1274,3145,3210,3685,22,281,1
1275,3147,3215,4015,8,110,3
1276,3151,3231,3339,34,68,3
1277,3154,3164,3336,30,28,3
1278,3156,3247,3323,1,447,7
1279,3160,3172,3385,27,58,2
1280,3164,3202,3705,32,391,4
1281,3166,3189,3404,10,480,6
1282,3169,3258,4050,14,75,4
1283,3171,3174,3978,19,210,5
1284,3174,3266,3976,45,178,5
1285,3178,3223,4106,32,165,3
1286,3180,3223,3344,27,377,8
1287,3184,3248,3954,18,331,8
1288,3188,3204,4087,42,75,6
1289,3192,3243,3891,10,423,1
1290,3193,3235,3378,41,301,2
1291,3196,3273,3491,8,111,3
1292,3199,3229,3298,37,494,9
1293,3202,3242,3598,41,424,3
1294,3204,3221,3841,1,46,4
1295,3206,3301,3935,6,399,5
1296,3209,3271,3807,14,120,1
1297,3211,3300,3632,21,335,6
1298,3214,3237,3425,22,317,5
1299,3216,3265,3288,19,90,8
1300,3218,3277,3433,46,492,3
1301,3222,3279,3235,22,176,4
1302,3226,3234,4017,3,480,2
1303,3229,3260,4053,11,275,9
1304,3231,3262,3577,2,108,9
1305,3232,3312,4121,38,281,5
1306,3236,3317,3542,32,130,4
1307,3238,3305,3606,24,94,1
1308,3242,3340,3734,49,258,4
1309,3243,3244,3438,20,300,7
1310,3244,3270,4114,5,186,8
1311,3245,3281,4088,33,475,7
1312,3248,3277,3928,42,194,5
1313,3251,3267,4116,48,450,6
1314,3253,3324,4168,18,225,9
1315,3257,3288,3658,32,338,1
1316,3258,3261,3437,46,37,6
1317,3261,3289,3713,20,153,5
1318,3265,3282,3316,48,295,6
1319,3269,3324,4097,29,351,8
1320,3272,3309,4147,21,57,3
1321,3276,3315,3471,27,180,4
1322,3278,3295,3785,20,219,6
1323,3281,3288,3620,14,423,4
1324,3284,3374,4055,40,421,1
1325,3287,3366,3509,26,433,4
1326,3290,3316,3685,34,400,8
1327,3294,3316,3649,30,39,1
1328,3296,3383,3512,12,313,1
1329,3298,3364,3939,16,13,8
1330,3300,3306,3341,25,328,9
1331,3303,3331,3503,41,212,3
1332,3304,3393,4223,31,107,6
1333,3305,3323,3384,30,164,1
1334,3308,3342,3865,42,283,2
1335,3310,3403,3837,10,338,4
1336,3312,3365,3882,21,258,8
1337,3315,3400,3601,22,205,9
1338,3316,3381,3370,20,187,9
1339,3319,3338,3422,7,328,5
1340,3321,3338,4081,1,41,6
1341,3325,3361,3457,36,480,3
1342,3329,3341,3613,42,392,8
1343,3331,3393,3480,15,109,9
1344,3335,3419,3729,18,460,1
1345,3339,3340,3404,17,217,3
1346,3342,3407,3846,42,150,2
1347,3346,3371,3754,29,21,1
1348,3349,3432,3554,8,364,6
1349,3350,3366,3785,23,344,7
1350,3351,3421,3778,7,353,6
1351,3355,3382,4099,11,492,6
1352,3359,3439,4310,3,429,9
1353,3363,3460,3651,9,237,9
1354,3365,3435,3692,1,160,8
1355,3369,3432,4028,6,371,8
1356,3370,3464,3616,45,183,8
1357,3372,3453,4154,23,401,6
1358,3376,3466,3511,44,118,2
1359,3380,3457,4334,39,202,2
1360,3381,3392,3529,21,84,5
1361,3382,3479,3469,6,248,9
1362,3385,3411,4276,37,464,3
1363,3389,3415,3778,41,314,5
1364,3391,3483,4287,40,18,7
1365,3393,3447,3701,36,219,4
1366,3394,3402,3578,21,449,3
1367,3398,3407,4266,15,148,1
1368,3402,3467,3837,4,78,2
1369,3404,3430,4000,37,293,1
1370,3407,3494,3942,24,302,5
1371,3408,3462,3975,16,392,9
1372,3412,3427,4255,39,393,6
1373,3413,3490,4327,11,266,7
1374,3416,3509,4226,35,100,6
1375,3419,3505,4116,44,179,7
1376,3420,3473,4183,32,203,4
1377,3424,3476,4049,46,127,4
1378,3425,3439,4175,3,55,3
1379,3426,3482,4262,37,112,2
1380,3427,3521,3919,11,218,3
1381,3428,3467,3643,35,330,2
1382,3430,3525,3664,39,241,7
1383,3434,3511,4196,31,435,8
1384,3436,3512,4239,23,490,4
1385,3438,3452,3752,16,450,5
1386,3442,3481,4261,39,122,4
1387,3445,3455,3721,41,422,5
1388,3447,3511,4033,41,274,9
1389,3451,3511,4097,9,180,9
1390,3454,3543,3670,36,428,5
1391,3458,3504,4070,27,127,5
1392,3462,3510,4251,1,305,4
1393,3464,3491,3672,24,374,2
1394,3465,3561,3716,25,316,6
1395,3469,3486,3921,30,383,7
1396,3470,3490,4296,3,48,1
1397,3472,3529,3621,30,278,2
1398,3473,3482,4376,7,466,7
1399,3477,3507,4369,28,140,1
1400,3480,3508,4160,14,12,7
1401,3481,3565,4195,27,156,6
1402,3484,3504,4284,15,396,6
1403,3487,3512,4117,43,68,7
1404,3488,3536,4314,42,474,4
1405,3489,3526,3605,31,379,7
1406,3491,3547,4284,47,188,3
1407,3494,3537,4130,3,230,1
1408,3496,3536,4284,42,373,8
1409,3500,3583,4034,46,470,4
1410,3502,3552,4466,16,283,2
1411,3505,3508,3813,9,12,9
1412,3507,3539,3556,18,151,9
1413,3510,3549,4475,47,288,3
1414,3512,3560,3618,44,107,6
1415,3515,3608,3825,38,181,5
1416,3518,3577,3842,19,436,9
1417,3522,3530,4267,44,334,3
1418,3524,3571,3747,49,358,2
1419,3525,3564,3841,30,107,9
1420,3527,3542,4039,31,166,5
1421,3529,3553,4019,4,88,5
1422,3530,3615,3786,9,355,1
1423,3534,3596,4157,13,98,2
1424,3537,3590,4535,1,21,8
1425,3538,3624,3796,33,386,7
1426,3539,3603,3569,20,172,4
1427,3540,3595,4226,29,165,2
1428,3543,3608,3777,49,429,4
1429,3545,3591,3922,24,247,9
1430,3549,3611,3858,30,97,9
1431,3552,3642,4290,22,322,2
1432,3555,3629,3792,30,410,2
1433,3559,3586,4062,17,65,7
1434,3563,3603,4254,31,425,9
1435,3565,3572,3684,12,425,4
1436,3567,3597,4419,23,292,9
1437,3568,3655,3900,45,82,3
1438,3572,3575,4062,28,433,4
1439,3575,3663,3845,36,177,9
1440,3578,3633,4283,10,21,2
1441,3582,3664,4184,41,386,1
1442,3583,3599,3754,20,326,4
1443,3584,3675,3882,9,485,2
1444,3587,3635,3673,37,45,1
1445,3589,3624,4397,4,407,6
1446,3590,3632,4389,24,431,3
1447,3593,3621,4573,7,13,8
1448,3594,3688,3787,39,318,7
1449,3596,3681,4283,37,444,7
1450,3597,3634,4371,41,242,8
1451,3601,3647,3991,37,421,3
1452,3605,3656,3725,15,115,1
1453,3606,3627,3672,32,320,2
1454,3610,3612,4018,4,45,6
1455,3611,3664,3646,48,42,9
1456,3613,3707,4542,28,484,8
1457,3616,3676,4340,46,345,1
1458,3620,3681,4170,22,337,4
1459,3623,3696,3780,42,452,6
1460,3627,3672,4495,23,353,9
1461,3629,3686,4312,9,337,8
1462,3632,3723,3851,38,114,1
1463,3635,3659,3949,18,403,6
1464,3638,3712,3862,15,99,7
1465,3642,3695,4260,39,292,7
1466,3644,3699,4141,25,326,7
1467,3648,3682,4598,10,475,9
1468,3651,3680,4044,39,491,9
1469,3652,3661,3753,43,34,1
1470,3653,3691,4447,47,483,4
1471,3657,3667,4311,1,220,5
1472,3660,3734,4582,13,259,9
1473,3662,3685,4194,21,222,6
1474,3666,3755,4430,17,447,3
1475,3670,3769,4512,49,355,2
1476,3671,3747,4212,39,270,9
1477,3674,3676,3857,20,115,2
1478,3677,3681,3768,27,31,9
1479,3679,3701,3748,36,14,2
1480,3680,3691,4575,21,316,1
1481,3682,3771,4419,38,484,3
1482,3683,3745,4336,41,242,9
1483,3685,3731,4514,2,488,4
1484,3687,3704,4676,14,31,8
1485,3689,3725,4544,41,391,9
1486,3692,3729,4202,33,427,6
1487,3694,3772,3871,36,59,6
1488,3696,3771,4255,11,226,3
1489,3698,3727,3717,38,192,9
1490,3702,3728,3783,21,274,4
1491,3705,3726,4638,29,26,2
1492,3709,3759,3773,35,298,6
1493,3713,3761,4006,36,373,9
1494,3715,3723,3855,37,361,5
1495,3718,3734,4484,31,43,9
1496,3720,3736,4207,43,475,4
1497,3724,3768,4653,34,394,9
1498,3725,3764,4513,15,352,7
1499,3727,3792,3842,43,285,5
1500,3731,3766,4159,22,340,3
1501,3734,3795,3854,9,214,2
1502,3737,3740,4622,45,183,8
1503,3740,3788,3825,13,194,4
1504,3742,3790,4330,9,86,9
1505,3743,3754,3806,4,375,1
1506,3747,3790,4734,2,24,4
1507,3749,3827,4039,32,488,6
1508,3750,3814,3910,21,83,3
1509,3753,3832,3784,5,448,4
1510,3755,3808,3874,32,169,1
1511,3757,3779,4105,17,489,5
1512,3759,3768,4098,40,23,8
1513,3763,3786,4174,24,85,6
1514,3767,3853,4694,14,226,6
1515,3769,3782,4123,5,435,1
1516,3773,3854,3860,34,109,6
1517,3775,3817,4435,34,73,6
1518,3777,3840,3834,14,16,5
1519,3778,3820,4086,20,225,4
1520,3779,3818,4655,1,439,6
1521,3782,3803,4364,43,422,2
1522,3784,3798,3862,33,409,1
1523,3787,3880,4743,30,343,9
1524,3791,3825,4300,29,259,2
1525,3795,3839,3873,4,371,8
1526,3796,3874,4407,45,110,3
1527,3799,3883,4063,15,36,1
1528,3802,3803,4582,31,264,4
1529,3806,3850,4238,28,234,5
1530,3807,3833,4599,24,429,2
1531,3810,3866,4796,44,282,8
1532,3812,3848,4630,27,49,9
1533,3813,3881,4228,7,459,5
1534,3817,3834,4795,5,187,8
1535,3820,3837,4059,24,24,3
1536,3821,3822,4587,10,451,1
1537,3824,3841,4357,39,200,4
1538,3827,3923,3854,31,202,5
1539,3829,3851,4297,2,318,6
1540,3833,3916,4178,39,235,5
1541,3835,3848,4667,2,127,5
1542,3837,3908,4241,13,89,8
1543,3838,3871,3930,9,345,8
1544,3842,3880,3947,15,62,8
1545,3843,3882,4713,8,392,6
1546,3847,3908,4649,13,187,5
1547,3849,3927,3898,26,237,1
1548,3850,3906,3885,38,418,6
1549,3852,3860,4091,40,284,5
1550,3853,3915,4016,9,464,7
1551,3854,3866,4828,6,149,1
1552,3858,3945,3958,41,40,2
1553,3861,3944,4284,8,33,9
1554,3865,3959,3869,2,331,7
1555,3868,3869,4268,36,148,3
1556,3870,3938,4250,31,55,1
1557,3872,3915,4626,37,252,7
1558,3873,3911,4411,49,423,7
1559,3875,3893,4870,6,338,6
1560,3879,3967,4299,22,250,3
1561,3882,3957,4028,27,350,8
1562,3885,3959,4472,19,75,2
1563,3889,3908,4015,21,392,4
1564,3890,3932,4074,34,7,1
1565,3894,3908,4744,13,187,9
1566,3895,3913,4522,6,40,4
1567,3899,3964,4214,27,42,2
1568,3901,3910,4404,46,52,5
1569,3904,3962,4760,41,489,3
1570,3905,3928,4547,46,58,6
1571,3907,3909,4528,14,393,5
1572,3910,3939,4686,10,199,7
1573,3911,3973,3993,1,63,8
1574,3913,3998,4865,29,45,9
1575,3916,3927,4072,27,242,7
1576,3920,3925,4289,11,455,7
1577,3921,3933,4332,25,141,6
1578,3925,3970,4198,27,364,5
1579,3927,3961,4476,3,18,4
1580,3930,3941,3985,19,350,1
1581,3931,3948,4792,1,341,8
1582,3932,3996,3954,32,326,9
1583,3935,3997,4201,14,6,3
1584,3936,3946,4229,33,143,1
1585,3938,3994,4128,32,36,7
1586,3939,4028,4604,45,495,2
1587,3943,3974,4546,41,175,7
1588,3944,3949,4760,19,233,9
1589,3948,3977,4748,2,73,1
1590,3951,3989,4389,36,492,1
1591,3955,4034,4395,41,411,8
1592,3956,3984,4259,16,259,8
1593,3958,4007,4071,8,412,1
1594,3960,3971,4605,19,221,9
1595,3963,4041,4195,22,274,6
1596,3967,4007,4008,23,432,9
1597,3971,3995,4303,37,69,6
1598,3973,4035,4674,29,467,5
1599,3975,4071,4611,2,442,1
1600,3978,4059,4932,15,63,9
1601,3979,4026,4328,9,60,7
1602,3981,4021,4006,15,392,3
1603,3983,4063,4167,27,358,9
1604,3985,4044,4474,35,84,4
1605,3989,3996,4585,35,86,7
1606,3991,4070,4189,1,498,1
1607,3994,4069,4198,39,464,4
1608,3998,4067,4070,32,157,7
1609,3999,4046,4300,15,355,7
1610,4001,4098,4405,46,460,6
1611,4002,4062,4416,17,381,9
1612,4003,4094,4951,46,39,6
1613,4006,4066,5004,18,469,3
1614,4007,4010,4264,5,332,1
1615,4010,4074,4944,36,220,5
1616,4014,4098,4840,40,125,9
1617,4017,4078,4049,32,132,4
1618,4018,4088,4573,25,275,6
1619,4019,4100,4699,47,234,9
1620,4021,4048,4689,12,327,8
1621,4025,4102,4097,21,187,1
1622,4027,4076,4300,17,86,4
1623,4029,4067,4954,19,55,7
1624,4032,4106,4955,42,491,5
1625,4034,4076,4680,11,234,4
1626,4038,4135,4301,24,316,7
1627,4041,4046,4865,7,156,2
1628,4042,4088,4775,48,30,6
1629,4046,4077,4496,29,231,6
1630,4049,4111,4372,33,223,2
1631,4051,4106,4752,4,220,4
1632,4054,4086,4843,45,116,6
1633,4056,4091,4490,3,285,2
1634,4057,4127,4951,19,479,8
1635,4061,4109,4501,49,431,4
1636,4062,4074,4860,21,416,2
1637,4065,4156,4893,16,449,4
1638,4069,4168,4994,49,119,7
1639,4072,4101,4537,24,36,7
1640,4075,4093,4944,44,455,6
1641,4079,4089,4937,23,279,3
1642,4080,4115,4428,43,497,6
1643,4083,4101,4260,24,175,2
1644,4084,4121,4347,8,402,9
1645,4085,4183,4193,31,425,4
1646,4087,4181,4327,12,256,7
1647,4091,4104,4423,12,90,1
1648,4095,4183,4437,37,52,6
1649,4099,4197,4917,12,101,5
1650,4103,4108,4899,28,419,5
1651,4107,4155,4254,36,227,8
1652,4109,4167,4849,7,291,7
1653,4111,4207,4457,15,225,8
1654,4113,4146,4580,8,302,4
1655,4114,4157,4149,27,403,2
1656,4115,4128,4470,22,287,1
1657,4117,4140,4978,17,134,1
1658,4121,4155,4525,26,425,1
1659,4122,4130,4293,25,259,3
1660,4124,4157,5039,45,122,8
